age,workclass,education_level,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
50, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
63, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,40.0, United-States,>50K
38, Private, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
30, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
32, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,70.0, United-States,>50K
46, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,30.0, United-States,>50K
51, Self-emp-not-inc, Some-college,10.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,8.0, United-States,>50K
34, Local-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
57, Local-gov, Assoc-voc,11.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
33, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, Mexico,>50K
36, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
47, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386.0,0.0,40.0, United-States,>50K
50, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
50, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
35, Private, Assoc-voc,11.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, Dominican-Republic,>50K
38, Private, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,70.0, United-States,>50K
64, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
37, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
36, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
62, Self-emp-inc, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,45.0, United-States,>50K
34, Federal-gov, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,53.0, United-States,>50K
35, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7688.0,0.0,60.0, United-States,>50K
54, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States,>50K
37, Self-emp-not-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,60.0, United-States,>50K
41, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States,>50K
30, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
61, Self-emp-not-inc, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,2444.0,50.0, United-States,>50K
50, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
50, Self-emp-inc, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,48.0, United-States,>50K
38, State-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
58, Private, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,42.0, United-States,>50K
41, Federal-gov, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,50.0, United-States,>50K
55, Private, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,48.0, United-States,>50K
64, State-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
37, Private, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
28, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1902.0,43.0, United-States,>50K
48, Self-emp-not-inc, 11th,7.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,30.0, United-States,>50K
42, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,5178.0,0.0,50.0, United-States,>50K
42, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1887.0,50.0, United-States,>50K
31, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
58, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
44, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
33, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,80.0, Columbia,>50K
57, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,30.0, United-States,>50K
38, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,48.0, United-States,>50K
49, Local-gov, Assoc-voc,11.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,56.0, United-States,>50K
65, Private, Masters,14.0, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0.0,0.0,40.0, United-States,>50K
43, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
47, Federal-gov, Assoc-acdm,12.0, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines,>50K
37, Local-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,50.0, United-States,>50K
41, Private, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
45, Federal-gov, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
56, Private, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,35.0, United-States,>50K
74, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,6.0, United-States,>50K
44, Self-emp-not-inc, 12th,8.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States,>50K
58, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1887.0,40.0, United-States,>50K
33, Local-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
33, Private, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
46, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,12.0, United-States,>50K
36, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
44, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
53, Federal-gov, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
44, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,1902.0,40.0, United-States,>50K
49, Private, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
58, Self-emp-not-inc, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
32, Private, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,4787.0,0.0,40.0, United-States,>50K
26, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
39, Private, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,1902.0,40.0, Puerto-Rico,>50K
46, Local-gov, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,1564.0,45.0, United-States,>50K
49, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,50.0, United-States,>50K
62, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
38, Private, Assoc-voc,11.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,48.0, United-States,>50K
37, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
64, Private, Some-college,10.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, United-States,>50K
28, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
30, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,47.0, United-States,>50K
51, Self-emp-not-inc, Doctorate,16.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,50.0, United-States,>50K
49, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,85.0, United-States,>50K
38, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
59, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
50, State-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,46.0, United-States,>50K
44, Private, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
42, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
35, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298.0,0.0,45.0, United-States,>50K
43, Self-emp-not-inc, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,42.0, United-States,>50K
34, Local-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688.0,0.0,35.0, United-States,>50K
58, State-gov, Bachelors,13.0, Widowed, Tech-support, Unmarried, White, Female,0.0,0.0,40.0, United-States,>50K
61, Private, Bachelors,13.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
51, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,50.0, United-States,>50K
59, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
45, Self-emp-not-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
54, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
30, Self-emp-not-inc, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Male,0.0,2444.0,55.0, United-States,>50K
30, Local-gov, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,4386.0,0.0,70.0, Germany,>50K
51, State-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,40.0, United-States,>50K
43, Local-gov, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,>50K
36, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Other, Male,0.0,0.0,40.0, United-States,>50K
45, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
44, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
53, Private, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
28, State-gov, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
42, Private, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,80.0, United-States,>50K
32, State-gov, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,38.0, United-States,>50K
67, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,20051.0,0.0,40.0, United-States,>50K
52, Private, 12th,8.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
32, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
36, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,1887.0,40.0, United-States,>50K
45, Private, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7688.0,0.0,40.0, United-States,>50K
34, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
50, Private, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999.0,0.0,50.0, United-States,>50K
55, Local-gov, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,4386.0,0.0,40.0, United-States,>50K
46, Federal-gov, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,80.0, United-States,>50K
43, Federal-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
33, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,50.0, United-States,>50K
34, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
37, Private, Assoc-voc,11.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,48.0, United-States,>50K
42, Private, HS-grad,9.0, Divorced, Tech-support, Not-in-family, White, Male,8614.0,0.0,40.0, Mexico,>50K
45, Private, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
54, Local-gov, Masters,14.0, Divorced, Prof-specialty, Unmarried, Black, Female,0.0,0.0,37.0, United-States,>50K
51, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,2415.0,40.0, United-States,>50K
41, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,65.0, United-States,>50K
57, State-gov, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
74, Private, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, White, Male,0.0,2282.0,35.0, United-States,>50K
41, Local-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,35.0, United-States,>50K
56, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,7688.0,0.0,50.0, United-States,>50K
57, Federal-gov, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,60.0, United-States,>50K
41, Self-emp-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999.0,0.0,50.0, India,>50K
39, Private, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,>50K
55, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,25.0, United-States,>50K
39, Federal-gov, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,>50K
42, Private, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States,>50K
37, Self-emp-not-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,50.0, United-States,>50K
35, Private, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States,>50K
35, Private, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,7298.0,0.0,48.0, United-States,>50K
42, Self-emp-not-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
50, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
51, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1977.0,50.0, United-States,>50K
38, Private, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0.0,0.0,42.0, United-States,>50K
60, Federal-gov, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999.0,0.0,60.0, Philippines,>50K
74, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,6418.0,0.0,24.0, United-States,>50K
39, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
31, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
36, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
43, Private, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
55, State-gov, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,43.0, United-States,>50K
67, Self-emp-not-inc, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States,>50K
42, Local-gov, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
63, Private, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines,>50K
52, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, Cuba,>50K
66, Private, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,>50K
74, State-gov, Some-college,10.0, Widowed, Exec-managerial, Not-in-family, Black, Male,15831.0,0.0,40.0, United-States,>50K
